iter	Quantile:alpha=0.5
136	0.2633871382
137	0.2601633421
138	0.2574359776
139	0.2544791118
140	0.2512888627
141	0.2484597054
142	0.2457082921
143	0.2430537475
144	0.2405060556
145	0.238208098
146	0.2359973939
147	0.2337856593
148	0.2314645978
149	0.2292015797
150	0.2277631492
151	0.2250580965
152	0.2228713141
153	0.220270467
154	0.2176009158
155	0.2153551221
156	0.2127437917
157	0.2106114202
158	0.2082625975
159	0.206525344
160	0.2047553544
161	0.2029490222
162	0.2012231195
163	0.198964169
164	0.1971584049
165	0.1957142101
166	0.1938410582
167	0.1918790775
168	0.1906209196
169	0.1888988026
170	0.1878145732
171	0.1860278895
172	0.1846722201
173	0.1828451186
174	0.181117896
175	0.1792659443
176	0.1786676034
177	0.1773384554
178	0.1763010762
179	0.1751797891
180	0.1739836062
181	0.1726247001
182	0.1708931215
183	0.1701648115
184	0.1688344233
185	0.1677114548
186	0.166659268
187	0.1658445511
188	0.1643996947
189	0.1633686671
190	0.1625104733
191	0.1610582319
192	0.1598405853
193	0.1586509179
194	0.1579469277
195	0.1570482535
196	0.1564274715
197	0.155592089
198	0.1548139986
199	0.1542605677
200	0.1531870248
201	0.1527668107
202	0.1522816445
203	0.1508819642
204	0.1502185951
205	0.1494785843
206	0.1487198907
207	0.1482404633
208	0.1477889302
209	0.1470904019
210	0.1467774923
211	0.1460746707
212	0.1451071045
213	0.1445388237
214	0.1437192888
215	0.142945605
216	0.1426663134
217	0.1422910835
218	0.1416911604
219	0.1412127338
220	0.1403974671
221	0.1400608887
222	0.1396814854
223	0.1391239286
224	0.1382877773
225	0.1377690048
226	0.1370795612
227	0.1368541669
228	0.1366013807
229	0.1360857041
230	0.1357357644
231	0.1355550002
232	0.1349673585
233	0.134356045
234	0.1338422481
235	0.1331079594
236	0.1326648456
237	0.1321730301
238	0.1315749495
239	0.1311101774
240	0.1306063324
241	0.1302541152
242	0.1300003012
243	0.1295925189
244	0.1293474842
245	0.1286527694
246	0.1279653945
247	0.1276814784
248	0.1271688247
249	0.1267415955
250	0.1263999624
251	0.125752722
252	0.1254395775
253	0.1251151485
254	0.1249107158
255	0.124564099
256	0.1239950208
257	0.1235387167
258	0.1230270488
259	0.1228167838
260	0.1224542434
261	0.1219770118
262	0.1218346856
263	0.1213461799
264	0.121048065
265	0.1206065159
266	0.1199063587
267	0.119522046
268	0.1190309665
269	0.1187740416
270	0.1182799522
271	0.1178762368
272	0.1174644529
273	0.1170214287
274	0.1166530745
275	0.1163032019
276	0.1160971605
277	0.1158512172
278	0.1155015957
279	0.1151652874
280	0.114685978
281	0.114329774
282	0.1138824968
283	0.1133221447
284	0.1130424748
285	0.1127416062
286	0.1125380188
287	0.1122793969
288	0.1121038167
289	0.1118812479
290	0.1116806613
291	0.1113458516
292	0.111104797
293	0.1109047625
294	0.1107963525
295	0.1106216354
296	0.1104253223
297	0.1101744377
298	0.109933016
299	0.1096934975
300	0.1093847106
301	0.109006185
302	0.1086979265
303	0.1084475295
304	0.1082520654
305	0.1078403518
306	0.1076443878
307	0.1072870762
308	0.1071185786
309	0.1068985569
310	0.1066403659
311	0.1063195716
312	0.1060995149
313	0.105786246
314	0.1056602925
315	0.1053296984
316	0.1050971014
317	0.1049458428
318	0.1047974276
319	0.1045557467
320	0.1042995568
321	0.1041558708
322	0.10397243
323	0.1037889558
324	0.1036489188
325	0.10349589
326	0.1032454025
327	0.1030195245
328	0.1028109367
329	0.1026642193
330	0.1024906258
331	0.1023943916
332	0.1022053311
333	0.1020899014
334	0.1019563124
335	0.1017130529
336	0.1015249875
337	0.1013978238
338	0.101244719
339	0.1009961571
340	0.1008096275
341	0.1006552822
342	0.1003435935
343	0.1000994736
344	0.09988779911
345	0.09940173833
346	0.0993166766
347	0.09901216484
348	0.09882217015
349	0.09866333515
350	0.09851660803
351	0.09842006187
352	0.09823792031
353	0.09800963517
354	0.09784886797
355	0.09772927899
356	0.09756723303
357	0.09743434367
358	0.09736272597
359	0.0971830811
360	0.09698076792
361	0.09689464721
362	0.09671524036
363	0.09658996145
364	0.09646020031
365	0.0963489821
366	0.09624375605
367	0.09611435039
368	0.09599507998
369	0.09591535257
370	0.09579778749
371	0.09573453697
372	0.09556986682
373	0.09539194673
374	0.09525844751
375	0.09514817489
376	0.0950317528
377	0.0949116457
378	0.09481069086
379	0.09474330865
380	0.09467689788
381	0.094526305
382	0.09437087924
383	0.0943083843
384	0.09422610317
385	0.09411892925
386	0.09396267382
387	0.09387378325
388	0.09380023946
389	0.09370636232
390	0.09361598629
391	0.09351019251
392	0.09342073417
393	0.09323995262
394	0.09315729888
395	0.09303057262
396	0.09285713959
397	0.0927338025
398	0.09263918397
399	0.0925399059
400	0.09248027252
401	0.09237111575
402	0.09225048766
403	0.09218417628
404	0.09193278382
405	0.09186272371
406	0.09175268376
407	0.09168956557
408	0.0915677699
409	0.0915004498
410	0.09138214227
411	0.09108735858
412	0.09094860461
413	0.09082299752
414	0.09062959355
415	0.09057056334
416	0.09044592911
417	0.09037412181
418	0.09020431103
419	0.09011297712
420	0.09001976708
421	0.08986876367
422	0.08976997504
423	0.08966661343
424	0.08958031113
425	0.08935941765
426	0.0892889721
427	0.08920633655
428	0.08915043798
429	0.08906099088
430	0.08901204296
431	0.08892334406
432	0.08882565516
433	0.08869530199
434	0.08865192373
435	0.08859854837
436	0.08846270296
437	0.08837381026
438	0.08809696271
439	0.08800240435
440	0.0879110434
441	0.08779361105
442	0.08775515272
443	0.08760583271
444	0.08752909106
445	0.0873125296
446	0.08720288301
447	0.08711395994
448	0.08704902887
449	0.086961884
450	0.08688590917
451	0.08673230169
452	0.08661713254
453	0.08651935079
454	0.08640525672
455	0.08636623071
456	0.08632957025
457	0.08627014505
458	0.08623213751
459	0.08616899134
460	0.08609766551
461	0.08600232719
462	0.08591080101
463	0.08581052932
464	0.08572817692
465	0.08559824527
466	0.08551922551
467	0.08546975981
468	0.0854261277
469	0.08532178284
470	0.08525229197
471	0.08519961501
472	0.08502005717
473	0.08494009481
474	0.084888752
475	0.08481822126
476	0.08474499751
477	0.08465570187
478	0.08457519091
479	0.08451066697
480	0.08446989641
481	0.08442453862
482	0.08435403384
483	0.08422706838
484	0.08413553443
485	0.0840764426
486	0.08403393153
487	0.08394177356
488	0.08380023092
489	0.08377133524
490	0.08370846527
491	0.08367354586
492	0.08351074497
493	0.08346516764
494	0.08338278722
495	0.08333139659
496	0.08326946207
497	0.0831539463
498	0.08312570655
499	0.08309700718
500	0.08306451282
501	0.08290499235
502	0.08283782738
503	0.08280632284
504	0.08258263169
505	0.08249967826
506	0.08246227678
507	0.08241647727
508	0.08235966088
509	0.08230669822
510	0.08226681157
511	0.08217386663
512	0.08210609563
513	0.08206672336
514	0.08199209424
515	0.08195766591
516	0.08187638223
517	0.08184213464
518	0.08181301258
519	0.08175199656
520	0.08165961712
521	0.08162337617
522	0.08157680414
523	0.08153663228
524	0.08150579186
525	0.08148535151
526	0.08132446907
527	0.08116674475
528	0.08109844667
529	0.08101020192
530	0.08098009768
531	0.08091664488
532	0.08086326133
533	0.0808084995
534	0.08076591484
535	0.08070824079
536	0.08061614785
537	0.08057752567
538	0.08053240864
539	0.080446637
540	0.08037971784
541	0.08033482181
542	0.08027083087
543	0.08021896624
544	0.0800882461
545	0.08003036691
546	0.08000109439
547	0.07989843005
548	0.07984686237
549	0.07974241344
550	0.07971215974
551	0.07966954516
552	0.07963570615
553	0.07956359712
554	0.07949987869
555	0.07944627709
556	0.0793622484
557	0.07924070033
558	0.07919950339
559	0.07914173022
560	0.07908725139
561	0.07903006708
562	0.07899878691
563	0.07894087569
564	0.07887302641
565	0.07884277157
566	0.07880655411
567	0.07869616079
568	0.07862779182
569	0.07856755396
570	0.07854030866
571	0.07848040751
572	0.07842648677
573	0.07838724571
574	0.07834743423
575	0.078284176
576	0.07825474125
577	0.07820593944
578	0.07815928714
579	0.07810863675
580	0.07803800588
581	0.07798192487
582	0.07792114915
583	0.0778305072
584	0.07781287025
585	0.0777394597
586	0.0776468148
587	0.07760861118
588	0.07756450498
589	0.07751436005
590	0.07746908146
591	0.07741577695
592	0.07734349272
593	0.07730902751
594	0.07728201085
595	0.07724730999
596	0.07718367768
597	0.07714164883
598	0.07701156113
599	0.07695372137
600	0.07686618463
601	0.07683060301
602	0.07677174383
603	0.07673660132
604	0.07671009589
605	0.07665896948
606	0.07660733195
607	0.07657660956
608	0.07656091787
609	0.07653074293
610	0.0764512775
611	0.07638210375
612	0.07635550909
613	0.07632760876
614	0.07619742676
615	0.07611443493
616	0.07604490369
617	0.07600190339
618	0.07595833462
619	0.0759214795
620	0.07588675258
621	0.07582162432
622	0.07576241504
623	0.0757383433
624	0.07570831233
625	0.07567944078
626	0.075629954
627	0.07556763759
628	0.07551274974
629	0.07549068734
630	0.07545011775
631	0.07540578191
632	0.07537810754
633	0.07536089174
634	0.07531226295
635	0.07527914922
636	0.07521339467
637	0.07513094703
638	0.07505709199
639	0.07501436468
640	0.07498828586
641	0.07493620162
642	0.07488150326
643	0.07481522652
644	0.07476593598
645	0.07473014678
646	0.07471160422
647	0.0746625453
648	0.07457478622
649	0.07455228448
650	0.07452808095
651	0.07446847372
652	0.07443719379
653	0.07440386075
654	0.07435942131
655	0.07431691843
656	0.0742883214
657	0.07426059592
658	0.07416092114
659	0.07412234385
660	0.0740881969
661	0.07405627266
662	0.0739921908
663	0.07395878436
664	0.07387243107
665	0.07380174075
666	0.07372931004
667	0.07368974878
668	0.0736606163
669	0.07363684486
670	0.07360602965
671	0.07353097017
672	0.0734816503
673	0.07345894539
674	0.07343724327
675	0.07340217719
676	0.07335614034
677	0.0732387563
678	0.073146293
679	0.07312349382
680	0.07307652211
681	0.07305430357
682	0.07302294136
683	0.07297730931
684	0.07294695627
685	0.07291791174
686	0.07287480828
687	0.07285081003
688	0.07282974443
689	0.0728065273
690	0.0727763676
691	0.07275371599
692	0.07271221892
693	0.07268674082
694	0.07265349901
695	0.07263901483
696	0.07255695012
697	0.07247586379
698	0.07244596583
699	0.07241978791
700	0.07237384279
701	0.07234765032
702	0.07231784357
703	0.07228224199
704	0.0722552494
705	0.07223066686
706	0.07218780662
707	0.07215062936
708	0.07212774245
709	0.07210861421
710	0.07208828273
711	0.07204300307
712	0.07198959489
713	0.07193621352
714	0.07191374082
715	0.07188464916
716	0.07185642793
717	0.07177611578
718	0.07175175673
719	0.07169598675
720	0.07156204615
721	0.07151706606
722	0.07149054782
723	0.07146685311
724	0.07141194119
725	0.07135850896
726	0.07133252938
727	0.07128338284
728	0.07122973524
729	0.07119987505
730	0.07118360492
731	0.07115684844
732	0.07113172601
733	0.07110220686
734	0.07104072521
735	0.0710099931
736	0.07096683828
737	0.07093047099
738	0.07090905805
739	0.07087063538
740	0.07083251266
741	0.07080875594
742	0.07077397542
743	0.07074359693
744	0.07071928662
745	0.07070070542
746	0.0706778173
747	0.07063951462
748	0.07060017595
749	0.07047542028
750	0.07044513268
751	0.07042567151
752	0.07037868674
753	0.070327899
754	0.07030016713
755	0.07012874063
756	0.06999661493
757	0.06997608415
758	0.06995485083
759	0.06991605727
760	0.06984009407
761	0.06981866945
762	0.06978232335
763	0.06975325857
764	0.06970901324
765	0.06963606019
766	0.06959688717
767	0.069504174
768	0.06945663984
769	0.06943978644
770	0.06941431838
771	0.06937303022
772	0.06935863395
773	0.06931475163
774	0.06927579083
775	0.06926041878
776	0.06922133043
777	0.06920254729
778	0.06913799879
779	0.06910924291
780	0.06907881828
781	0.06904778192
782	0.0690304657
783	0.0690142662
784	0.06898987425
785	0.06896195117
786	0.06893358318
787	0.06889370641
788	0.06886999553
789	0.06884798472
790	0.06880707436
791	0.06878727401
792	0.06876223831
793	0.06872693973
794	0.06868213203
795	0.06866179481
796	0.06851188474
797	0.06849372813
798	0.06847143741
799	0.0684483495
800	0.06839087663
801	0.06834894788
802	0.06831713706
803	0.06829316516
804	0.06827449654
805	0.06825892334
806	0.06823565891
807	0.06821327433
808	0.06817309716
809	0.06813896926
810	0.06812029097
811	0.06810160324
812	0.06807941593
813	0.0680178917
814	0.06799007797
815	0.06797093927
816	0.06794158089
817	0.06790445539
818	0.06788967812
819	0.06786678987
820	0.06785123401
821	0.06780780348
822	0.06778261551
823	0.06775549965
824	0.06773898659
825	0.06770034549
826	0.06768715301
827	0.06766367789
828	0.06764443223
829	0.06759511393
830	0.06757490589
831	0.06755751735
832	0.06754406086
833	0.0675133469
834	0.06748124114
835	0.06746716566
836	0.06744795951
837	0.06741142441
838	0.06739420963
839	0.06737001838
840	0.06732013052
841	0.06730425877
842	0.06727871358
843	0.06725675699
844	0.06722561392
845	0.06720944828
846	0.06718485155
847	0.06716347509
848	0.06713960557
849	0.06710274903
850	0.0670811184
851	0.06705186389
852	0.06693340097
853	0.06689535166
854	0.06685095564
855	0.066826213
856	0.06679272044
857	0.06676298121
858	0.06673417109
859	0.06671757857
860	0.06667781545
861	0.0666580129
862	0.06663844683
863	0.06660600227
864	0.06657578321
865	0.06655760845
866	0.06653018911
867	0.06649996689
868	0.06647568556
869	0.06644511865
870	0.06643112353
871	0.06640580178
872	0.06637759306
873	0.06633287945
874	0.06632021724
875	0.0662720738
876	0.06625346312
877	0.06621384175
878	0.06620278757
879	0.066118098
880	0.06609656358
881	0.06605011221
882	0.06603072514
883	0.06601623282
884	0.06600517884
885	0.06598666051
886	0.06594840207
887	0.06590547623
888	0.06585816977
889	0.06584788678
890	0.06583273135
891	0.06581323498
892	0.06579397116
893	0.06576294773
894	0.06575134501
895	0.0657304101
896	0.06569538264
897	0.06566705188
898	0.06563436609
899	0.06561490264
900	0.06559168366
901	0.06557770042
902	0.06555103905
903	0.06552367005
904	0.06550357516
905	0.06548471369
906	0.06545373159
907	0.06542443527
908	0.06539701712
909	0.06537885064
910	0.06535656976
911	0.06534174212
912	0.06531440293
913	0.06530106662
914	0.0652693172
915	0.06524921748
916	0.06518525593
917	0.06507711722
918	0.0650555134
919	0.06501910499
920	0.06499377475
921	0.06496854974
922	0.06495414866
923	0.06492197266
924	0.06489998793
925	0.06487133405
926	0.06486058083
927	0.06484379211
928	0.06480842971
929	0.06478997221
930	0.0647668058
931	0.06472931934
932	0.06471118329
933	0.0646849509
934	0.06459490295
935	0.06457831973
936	0.06455831641
937	0.06452172719
938	0.06447005943
939	0.06444698347
940	0.06442395136
941	0.06440308614
942	0.06439137755
943	0.06436337771
944	0.06434317504
945	0.06432799891
946	0.06429330695
947	0.06427853779
948	0.06425787305
949	0.06424607625
950	0.064233514
951	0.06420421465
952	0.06418874226
953	0.06415495624
954	0.06413035218
955	0.06411617662
956	0.06410302946
957	0.06406771181
958	0.06403589365
959	0.0640081815
960	0.06397473058
961	0.06395687356
962	0.06391447187
963	0.06386879421
964	0.06384749924
965	0.06381813365
966	0.06380167961
967	0.06379160941
968	0.06377502338
969	0.06367512089
970	0.06365338702
971	0.06362514891
972	0.06360814718
973	0.06358063366
974	0.06355345818
975	0.06352838758
976	0.06350823607
977	0.06347775911
978	0.06345832955
979	0.06344303075
980	0.0634237391
981	0.06338739248
982	0.06337225357
983	0.06335072463
984	0.06329951817
985	0.06323794597
986	0.06322409186
987	0.06319317371
988	0.06318253675
989	0.06316093497
990	0.06314210946
991	0.06312221714
992	0.06309338788
993	0.06307757861
994	0.06305598643
995	0.06302515398
996	0.06285152609
997	0.06282555055
998	0.06278063631
999	0.06272860287
1000	0.0626888633
1001	0.06266870958
1002	0.06263762542
1003	0.06262391576
1004	0.06261228834
1005	0.06258677897
1006	0.06253879409
1007	0.06252915482
1008	0.06251333935
1009	0.06246134019
1010	0.06244249654
1011	0.06243288224
1012	0.06241777237
1013	0.06240457323
1014	0.06239092447
1015	0.06238055225
1016	0.06236264083
1017	0.06235217054
1018	0.06233574666
1019	0.06232347041
1020	0.06229358997
1021	0.06227404678
1022	0.06222949411
1023	0.0622089104
1024	0.062113212
1025	0.06209666328
1026	0.06205218703
1027	0.06203949793
1028	0.06202735187
1029	0.0620097081
1030	0.06198880599
1031	0.06196915477
1032	0.06195800297
1033	0.06192366354
1034	0.06183530755
1035	0.06181857697
1036	0.06180356464
1037	0.06178285783
1038	0.06177232953
1039	0.06175344181
1040	0.06173790489
1041	0.06171324783
1042	0.06165343766
1043	0.06163925522
1044	0.06161376609
1045	0.06159683481
1046	0.06157999647
1047	0.06156856801
1048	0.0615352768
1049	0.0615230326
1050	0.06150757431
1051	0.06148281768
1052	0.06143208638
1053	0.06141362187
1054	0.0613924492
1055	0.06137956363
1056	0.06137006206
1057	0.0613602012
1058	0.06133714258
1059	0.06130382521
1060	0.06129134637
1061	0.06127653368
1062	0.06123512354
1063	0.0612252389
1064	0.06120452872
1065	0.06119159232
1066	0.0611610825
1067	0.06114546736
1068	0.06113432515
1069	0.06105891157
1070	0.06103664256
1071	0.06102396329
1072	0.06099984038
1073	0.0609872705
1074	0.06097390097
1075	0.06089616554
1076	0.06088254673
1077	0.06082838378
1078	0.06081645877
1079	0.06080727255
1080	0.06077390855
1081	0.0607615326
1082	0.06074775241
1083	0.06072939188
1084	0.06071874683
1085	0.06070256848
1086	0.06056873692
1087	0.06055763718
1088	0.0605417672
1089	0.06050149008
1090	0.06048709948
1091	0.06047438595
1092	0.06044839948
1093	0.06043501479
1094	0.06041810057
1095	0.06040639494
1096	0.06039530511
1097	0.06037802106
1098	0.0603640359
1099	0.06034557935
1100	0.06032308103
1101	0.06030658381
1102	0.06029093034
1103	0.06027172081
1104	0.06022881782
1105	0.06020269648
1106	0.06019165033
1107	0.0601034102
1108	0.0600838069
1109	0.06007273452
1110	0.05997875905
1111	0.05994794368
1112	0.05992362777
1113	0.05990884022
1114	0.05990006631
1115	0.05989335512
1116	0.05988468382
1117	0.05986412303
1118	0.05985097065
1119	0.05977944819
1120	0.05977363013
1121	0.05976571407
1122	0.05975555003
1123	0.05974115426
1124	0.05972990333
1125	0.05971839838
1126	0.05969042467
1127	0.05966847206
1128	0.05965830964
1129	0.05964676355
1130	0.05963415166
1131	0.05960755648
1132	0.05959363801
1133	0.05957539718
1134	0.05956121182
1135	0.05954983282
1136	0.05953802227
1137	0.05951104326
1138	0.05939659525
1139	0.05938207682
1140	0.05936857714
1141	0.05935398186
1142	0.05934246181
1143	0.05931963307
1144	0.05930056385
1145	0.05928542841
1146	0.05926680235
1147	0.0592444959
1148	0.05923152443
1149	0.05922272789
1150	0.05920756615
1151	0.05919792495
1152	0.05918632112
1153	0.05917724677
1154	0.05916905256
1155	0.05915600936
1156	0.05914147489
1157	0.05913029767
1158	0.05911022581
1159	0.05908004774
1160	0.05906299613
1161	0.05905336869
1162	0.05904216651
1163	0.05902058956
1164	0.0590038996
1165	0.05899327396
1166	0.05898397542
1167	0.05896565827
1168	0.05894938896
1169	0.05893741679
1170	0.0589228225
1171	0.05891359022
1172	0.05890192838
1173	0.05887520065
1174	0.05885945918
1175	0.05882688465
1176	0.05879694732
1177	0.05878460348
1178	0.05877576808
1179	0.05862794393
1180	0.05861667153
1181	0.05860249522
1182	0.05859379425
1183	0.05857882052
1184	0.05854548239
1185	0.05853442086
1186	0.05851408044
1187	0.05847737378
1188	0.05846524261
1189	0.05840737761
1190	0.05839669596
1191	0.05838892003
1192	0.05837762459
1193	0.05836973208
1194	0.05832037398
1195	0.05830017259
1196	0.05827972413
1197	0.05826826529
1198	0.05823863202
1199	0.05822993665
1200	0.05821463387
1201	0.05820590712
1202	0.05819843266
1203	0.05817196295
1204	0.058155539
1205	0.05812673421
1206	0.05811751013
1207	0.05796229379
1208	0.05794694148
1209	0.05792335572
1210	0.0578974165
1211	0.05788293574
1212	0.05787150194
1213	0.05785930918
1214	0.05783145388
1215	0.05781763258
1216	0.05779849751
1217	0.05778069534
1218	0.05777093301
1219	0.0577596047
1220	0.05774464977
1221	0.05773123929
1222	0.05771456221
1223	0.05769905961
1224	0.05769084541
1225	0.05768285243
1226	0.05767000397
1227	0.0576555239
1228	0.05764235958
1229	0.05762178269
1230	0.05760121765
1231	0.05758766374
1232	0.05757183116
1233	0.05756163242
1234	0.05754761395
1235	0.05752698959
1236	0.05751374654
1237	0.05750221333
1238	0.05748542762
1239	0.05747159424
1240	0.0574504232
1241	0.05743999237
1242	0.0574298836
1243	0.05741823606
1244	0.05738007939
1245	0.05736691837
1246	0.05735606622
1247	0.05727189602
1248	0.05726212824
1249	0.05724408962
1250	0.0572335397
1251	0.05722145135
1252	0.05719572515
1253	0.05717266687
1254	0.0571421175
1255	0.05713357832
1256	0.05710046817
1257	0.05702303677
1258	0.05700300695
1259	0.05699131682
1260	0.0569785214
1261	0.0569673731
1262	0.05689849091
1263	0.05685846226
1264	0.05672284341
1265	0.05669142017
1266	0.05667105551
1267	0.05665886841
1268	0.05664787635
1269	0.05662451272
1270	0.0566150592
1271	0.05660549548
1272	0.05658985491
1273	0.05657854711
1274	0.05647813922
1275	0.05646862593
1276	0.05645642725
1277	0.05644226049
1278	0.05643489572
1279	0.05635273041
1280	0.05634363147
1281	0.05633404122
1282	0.05632437737
1283	0.05630336024
1284	0.05629019272
1285	0.0562643589
1286	0.05624533387
1287	0.05623502411
1288	0.05622829909
1289	0.05621856369
1290	0.05620856198
1291	0.05620126949
1292	0.05618703013
1293	0.0561220355
1294	0.05610994633
1295	0.05609104962
1296	0.05608393456
1297	0.05606559197
1298	0.056054428
1299	0.05604449461
1300	0.05591449068
1301	0.05589814331
1302	0.05588388566
1303	0.0558734915
1304	0.05586054232
1305	0.05584890548
1306	0.05581756664
1307	0.05579561729
1308	0.05577905514
1309	0.05576693567
1310	0.05574599958
1311	0.0557319104
1312	0.05570711692
1313	0.05569733101
1314	0.05568635041
1315	0.05567599854
1316	0.05566433166
1317	0.05560541322
1318	0.05559395293
1319	0.05558224496
1320	0.05556944122
1321	0.05556000609
1322	0.05554679342
1323	0.05553409319
1324	0.05552443112
1325	0.05550602779
1326	0.05545645742
1327	0.05543992712
1328	0.0553924818
1329	0.05538275043
1330	0.05537510561
1331	0.05536559285
1332	0.05535866182
1333	0.05534475269
1334	0.05533408449
1335	0.05532026284
1336	0.05523295234
1337	0.05521525293
1338	0.05518780255
1339	0.05517840438
1340	0.05516874403
1341	0.05515860161
1342	0.05514653981
1343	0.05513090135
1344	0.05510365786
1345	0.0550979483
1346	0.05507898338
1347	0.05507005992
1348	0.05506086852
1349	0.05504601429
1350	0.05503552654
1351	0.05502810664
1352	0.05501835586
1353	0.05498670771
1354	0.05497567253
1355	0.05495980759
1356	0.05493747223
1357	0.05492099587
1358	0.05491426527
1359	0.05490020431
1360	0.05489457161
1361	0.05488293204
1362	0.05487596699
1363	0.05486183382
1364	0.05484482774
1365	0.05482899676
1366	0.05481378637
1367	0.05480475942
1368	0.05478669131
1369	0.05472838956
1370	0.05469400573
1371	0.05467830928
1372	0.05465163173
1373	0.0546265633
1374	0.05461404845
1375	0.05460614694
1376	0.05459420116
1377	0.05458024768
1378	0.05457004725
1379	0.05449768487
1380	0.05448680933
1381	0.05442237975
1382	0.05440423181
1383	0.05439540185
1384	0.05438448583
1385	0.05437445705
1386	0.05436636235
1387	0.05434641294
1388	0.05433878771
1389	0.05433152553
1390	0.05431100859
1391	0.05426027199
1392	0.05424971932
1393	0.05424167422
1394	0.05422668946
1395	0.0542185047
1396	0.05420678446
1397	0.05418652082
1398	0.05417582739
1399	0.05411212253
1400	0.0540982346
1401	0.05407229888
1402	0.05406483497
1403	0.05405855878
1404	0.05403299617
1405	0.05400522425
1406	0.05398802407
1407	0.05397432322
1408	0.05392022709
1409	0.05390801892
1410	0.05389843471
1411	0.05388780401
1412	0.05387902524
1413	0.05386221712
1414	0.05384551249
1415	0.05383210695
1416	0.05382350843
1417	0.05381582529
1418	0.05379550806
1419	0.05377807672
1420	0.05376303199
1421	0.05375550432
1422	0.05374953801
1423	0.05373233727
1424	0.05371985372
1425	0.05370799812
1426	0.05368770908
1427	0.0536764838
1428	0.05365612693
1429	0.05364611556
1430	0.05363196212
1431	0.05359661549
1432	0.05358294753
1433	0.05357645596
1434	0.05354712464
1435	0.05353240983
1436	0.05351964828
1437	0.05351291332
1438	0.05349925789
1439	0.05349195954
1440	0.05347874406
1441	0.05346885587
1442	0.05345937717
1443	0.05344315242
1444	0.05342305435
1445	0.05340696974
1446	0.05339779085
1447	0.05337582115
1448	0.05335352574
1449	0.05333144993
1450	0.05332401166
1451	0.05331790567
1452	0.05316766022
1453	0.05315895192
1454	0.053152806
1455	0.0531323436
1456	0.05312026024
1457	0.0531125895
1458	0.05309569691
1459	0.05308328172
1460	0.05307782994
1461	0.0530622231
1462	0.05305503107
1463	0.05304270964
1464	0.05303138173
1465	0.05301904298
1466	0.053007311
1467	0.05299562166
1468	0.05298347533
1469	0.05296990144
1470	0.05296180568
1471	0.05294440369
1472	0.05292825327
1473	0.05291984075
1474	0.05289099715
1475	0.05287844518
1476	0.05286446458
1477	0.05283799306
1478	0.05282824555
1479	0.05281986861
1480	0.0528000077
1481	0.05278393009
1482	0.05276538703
1483	0.05275478786
1484	0.0527457739
1485	0.05273625495
1486	0.05272575227
1487	0.05271677948
1488	0.05270980337
1489	0.05269552277
1490	0.05268722038
1491	0.05267770987
1492	0.05266796036
1493	0.05265928531
1494	0.0525178144
1495	0.0525097243
1496	0.05249644897
1497	0.0524776454
1498	0.05244615601
1499	0.05241858884
1500	0.05240174408
1501	0.05237589399
1502	0.0523635672
1503	0.05235046891
1504	0.05233724247
1505	0.05232610339
